id,dll_name,dll_path,file_size,md5_hash,interface_type,device_capabilities,communication_protocols,configuration_hints,confidence_score,analysis_method,timestamp
39,Sn3DInfraredCariesDet.dll,IntraoralScan/Bin/Sn3DInfraredCariesDet.dll,1324544,eb5540f38e99b55c1c481841950d9b65,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""buffer: __glewbindbuffer"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@""]","[""Camera"", ""PCIe"", ""Ethernet"", ""SPI""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""[INFO] Sn3DInfraredDetectionManager_process_infrared_detection success!"", ""[INFO] Sn3DInfraredCariesDetManager_process_infrared_detection success!"", ""cuD3D10GetDevices"", ""[ERROR] init_gl failed!"", ""cudaD3D9ResourceGetMappedPointer"", ""vertices3D_"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!""]",0.6,string_analysis,2025-08-15 17:23:03
40,Sn3DInspect.dll,IntraoralScan/Bin/Sn3DInspect.dll,2688512,14f9289289faf0266437bed6811fb0ac,scanner_interface,"[""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""stream: ?release_compound@?$stream_provider@d@aux@v2_mt_nt6@log@boost@@saxpeaustream_compound@12345@@z"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@h@z"", ""stream: ??1?$basic_ostream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?imbue@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaaxaebvlocale@2@@z"", ""stream: .?av?$basic_ofstream@du?$char_traits@d@std@@@std@@"", ""stream: ?forvar2@checkopmessagebuilder@base@google@@qeaapeav?$basic_ostream@du?$char_traits@d@std@@@std@@xz"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_k@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_n@z"", ""stream: ?snextc@?$basic_streambuf@du?$char_traits@d@std@@@std@@qeaahxz"", ""stream: ??1?$basic_streambuf@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?uflow@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: ?put@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@d@z"", ""stream: .?av?$basic_stringstream@du?$char_traits@d@std@@v?$allocator@d@2@@std@@"", ""stream: ?_pninc@?$basic_streambuf@du?$char_traits@d@std@@@std@@ieaapeadxz"", ""stream: ?seekp@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@v?$fpos@u_mbstatet@@@2@@z"", ""stream: ??1?$basic_iostream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?cerr@std@@3v?$basic_ostream@du?$char_traits@d@std@@@1@a"", ""stream: .?av?$basic_streambuf@du?$char_traits@d@std@@@std@@""]","[""Ethernet"", ""Serial"", ""SPI""]","[""memory allocation in dAx_eq_b_SVD() failed!"", ""Unknown LAPACK error %d for dgeqrf_ in dAx_eq_b_QR()"", ""LAPACK error: illegal value for argument %d of dpotf2 in %s"", ""Unknown LAPACK error %d for sgeqrf_ in sAx_eq_b_QR()"", ""Check failed: src"", ""FitSphere3D_PTB"", ""memory allocation in dAx_eq_b_Chol() failed!"", ""LAPACK error: dgesdd (dbdsdc)/dgesvd (dbdsqr) failed to converge in sAx_eq_b_SVD() [info=%d]"", ""Try oldVersion: Error! Parameter Unmatch!"", ""LAPACK error: illegal value for argument %d of sgeqrf_ in sAx_eq_b_QR()"", ""LAPACK error: illegal value for argument %d of dpotrs_ in dAx_eq_b_Chol()"", ""Unknown LAPACK error %d for dgeqrf_ in dAx_eq_b_QRLS()"", ""LAPACK error: dgesdd (dbdsdc)/dgesvd (dbdsqr) failed to converge in dAx_eq_b_SVD() [info=%d]"", ""memory allocation in sAx_eq_b_LU() failed!"", ""Sn3DAlgorithm::debug_archive_data::debug_archive_data""]",0.6,string_analysis,2025-08-15 17:23:03
41,Sn3DInspection.dll,IntraoralScan/Bin/Sn3DInspection.dll,3462144,42754e89f3cf25850bcb2eaa4913c7ae,scanner_interface,"[""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: cudaerrorstreamcapturemerge"", ""sync: cumemcpy3dpeerasync"", ""stream: ?uflow@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""sync: cumemcpy2dasync_v2_ptsz"", ""stream: cudaeglstreamconsumerconnect""]","[""Serial"", ""HID"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""Sn3DInspection_trimesh_sphere_extraction"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice"", ""Standard_NumericError"", ""cuD3D10ResourceGetMappedArray""]",0.6,string_analysis,2025-08-15 17:23:03
42,Sn3DLandmarksDetForCli.dll,IntraoralScan/Bin/Sn3DLandmarksDetForCli.dll,1229312,67b2569c49bd2186a66ef1f0b8a99819,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""buffer: __glewbindbuffer"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""frame: __glewcheckframebufferstatus"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@j@z"", ""buffer: cudad3d9unregistervertexbuffer""]","[""Serial"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice"", ""cuD3D10ResourceGetMappedArray"", ""cudaErrorLaunchMaxDepthExceeded"", ""[Sn3DLandmarksDetForCli] Sn3DLandmarksDetForCli""]",0.6,string_analysis,2025-08-15 17:23:03
44,Sn3DMagic.dll,IntraoralScan/Bin/Sn3DMagic.dll,14639104,da480e75eb95af2e04df0c68afbadca2,scanner_interface,"[""stream: 2_ipip11custream_steulrs1_s6_e_evs0_%"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: buffer malloc"", ""buffer: cudad3d9mapvertexbuffer"", ""sync: ??4featuretrackdatasynchelper@sn3dalgorithm@@qeaaaeav01@aebv01@@z"", ""frame: sn3dalgorithm::sn3dlasersensor::map_on_frame_self_cloud"", ""buffer: sn3dalgorithm::realtimefusioncloudhelper::merge_field_by_buffer"", ""sync: ?check_cpu_gpu_sync@sn3dlasersensor@sn3dalgorithm@@ieaaxxz"", ""buffer: error: input nullptr buffer !"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: bar.warp.sync%"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""buffer: vkbindbuffermemory"", ""buffer: ?import_field_by_buffer@sn3dlasersensorvk@sn3dalgorithm@@ueaa_npeae@z"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""sync: cudawaitexternalsemaphoresasync_ptsz""]","[""I2C"", ""Serial"", ""HID"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""_Z31delVoxelUsingNrvOnDevicePackage8HashDatajPKjS1_PjP13MeshDeletePkg"", ""cuD3D9UnmapResources"", ""memory alloc failed !"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", "".?AV_Generic_error_category@std@@"", ""cudaErrorInvalidValue"", ""find_coors_mat_kernel cuda error code:"", ""_ZN13Sn3DAlgorithm13ScanningPointEPiS0_S0_S0_Pbi"", ""ErrorExtensionNotPresent"", ""cuD3D10GetDevices"", ""Sn3DAlgorithm::Sn3DLaserSensor::update_pkg_info"", ""_ZN13Sn3DAlgorithm13labelingPointEPiS0_i"", ""inputBuffer == nullptr, import_field failed""]",0.6,string_analysis,2025-08-15 17:23:03
45,Sn3DOralExamCCP.dll,IntraoralScan/Bin/Sn3DOralExamCCP.dll,1334272,684a450a8eba7390e2b5d0b067ad553b,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""buffer: __glewbindbuffer"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""frame: __glewcheckframebufferstatus"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2""]","[""HID"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""Sn3DAlgorithm::MultiViewsProj::check_bmesh"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""cuD3D9CtxCreateOnDevice"", ""cuD3D10ResourceGetMappedArray"", ""cudaErrorLaunchMaxDepthExceeded"", ""cudaD3D10GetDevice""]",0.6,string_analysis,2025-08-15 17:23:03
46,Sn3DOralExamResidualCrown.dll,IntraoralScan/Bin/Sn3DOralExamResidualCrown.dll,1368064,88ac8728deaf04a048e0ad1884022700,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""buffer: __glewbindbuffer"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""frame: __glewcheckframebufferstatus"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2""]","[""Camera"", ""PCIe"", ""Ethernet"", ""SPI""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaFree(reg_device_)"", ""cudaFree(pillar_features_device_)"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaMalloc(&points_device_, bytes_capacity_points_)"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice""]",0.6,string_analysis,2025-08-15 17:23:03
47,Sn3DOralExamWedgeDefect.dll,IntraoralScan/Bin/Sn3DOralExamWedgeDefect.dll,1359872,e092f4fa76504c4a0223cd67d4dd4144,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""buffer: __glewbindbuffer"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""frame: __glewcheckframebufferstatus"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@j@z"", ""buffer: cudad3d9unregistervertexbuffer""]","[""Serial"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""cuD3D9CtxCreateOnDevice"", ""cuD3D10ResourceGetMappedArray"", ""cudaErrorLaunchMaxDepthExceeded"", ""cudaD3D10GetDevice"", ""[Sn3DLandmarksDetForCli]: check_bmesh  mesh.get_texture_image is illegal !""]",0.6,string_analysis,2025-08-15 17:23:03
48,Sn3DOrthoEx.dll,IntraoralScan/Bin/Sn3DOrthoEx.dll,10037760,5f56da47656baf7f0ff072b39cfba7a6,scanner_interface,"[""stream: ?release_compound@?$stream_provider@d@aux@v2_mt_nt6@log@boost@@saxpeaustream_compound@12345@@z"", ""fps: stdfps.asc"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_n@z"", ""principal: ??1principalcurvature@sn3dalgorithm@@qeaa@xz"", ""stream: ?_pninc@?$basic_streambuf@du?$char_traits@d@std@@@std@@ieaapeadxz"", ""stream: ??1?$basic_iostream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?_lock@?$basic_streambuf@du?$char_traits@d@std@@@std@@ueaaxxz"", ""principal: ?get_curvatrue_k2@principalcurvature@sn3dalgorithm@@qebaxaeav?$vector@mv?$allocator@m@std@@@std@@@z"", ""stream: ??1?$basic_istream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""fps: fps.asc"", ""stream: ?sputn@?$basic_streambuf@du?$char_traits@d@std@@@std@@qeaa_jpebd_j@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@p6aaeav01@aeav01@@z@z"", ""principal: ?computer_curvatrue@principalcurvature@sn3dalgorithm@@qeaa_naebvtrimesh@2@h@z"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: ?_ipfx@?$basic_istream@du?$char_traits@d@std@@@std@@qeaa_n_n@z"", ""stream: ??5?$basic_istream@du?$char_traits@d@std@@@std@@qeaaaeav01@aeam@z"", ""stream: .?av?$_ref_count_obj@v?$output_stream_adapter@d@detail@nlohmann@@@std@@"", ""stream: ?tellg@?$basic_istream@du?$char_traits@d@std@@@std@@qeaa?av?$fpos@u_mbstatet@@@2@xz"", ""principal: ??0principalcurvature@sn3dalgorithm@@qeaa@xz"", ""baseline: .?av?$baseline@$02vlinesegment@fcpw@@@fcpw@@""]","[""Serial"", ""HID"", ""Camera"", ""SPI"", ""Ethernet""]","[""Sn3DAlgorithm::Sn3DMarginLineDetect::Sn3DMarginLineDetect"", ""error occured in get boundary"", ""Sn3DOrthoManagerEx_recovery_tooth_texture"", ""[ERROR] error pos input!"", ""Sn3DOrthoManagerEx_initialize_crown"", ""Sn3DAlgorithm::CrownRegister::adjust_crown_pos_scale_by_adjacency"", "".?AV_Generic_error_category@std@@"", ""TriMesh_to_Sn3DVcgMesh"", ""Sn3DAlgorithm::InnerCrownGeneration::adjust_outer_crown_by_deep_crown"", ""Try oldVersion: Error! Parameter Unmatch!"", ""fit_feature_after_ajust failed"", ""Sn3DAlgorithm::Sn3DOrthCrownIntelligentDesign::initialize_adjust_template_tooth"", ""Sn3DAlgorithm::GetToothFeature::calculate_tooth_features"", ""Sn3DAlgorithm::Sn3DMarginLineDetect::drag_finished"", ""Sn3DAlgorithm::Sn3DMarginLineDetect::control_offset""]",0.6,string_analysis,2025-08-15 17:23:03
49,Sn3DPhaseBuild.dll,IntraoralScan/Bin/Sn3DPhaseBuild.dll,4809728,3e28520310e5b5e5834db40f7ad33e53,scanner_interface,"[""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""depth: _zn13sn3dalgorithm14sn3dphasebuild8setdepthen16sn3dgpualgorithm7ptrstepi6float3eens2_ifeeii"", ""principal: _zn17sn3dphasebuildgpu18gp_right_principale"", ""depth: ?set_depths@rangedatadense@sn3dalgorithm@@qeaaxaebv?$vector@mv?$allocator@m@std@@@std@@@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""depth: .nv.constant0._zn17sn3dphasebuildgpu12cudagetdepthen16sn3dgpualgorithm7ptrstepi6float3eens1_ifeeii"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""distortion: _zn17sn3dphasebuildgpu18gp_left_distortione"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""depth: _zn13sn3dalgorithm14sn3dphasebuild12cudasetdepthen16sn3dgpualgorithm7ptrstepi6float3eens2_ifeeii"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@""]","[""I2C"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""_ZN13Sn3DAlgorithm14Sn3DPhaseBuild23create_lookup_link_listEN16Sn3DGPUAlgorithm9PtrStepSzI6float3EEiiNS1_5PtrSzIiEENS5_I6float2EES6_"", "".nv.shared._ZN13Sn3DAlgorithm14Sn3DPhaseBuild27inter_uniform_result_weightEN16Sn3DGPUAlgorithm7PtrStepI6float3EENS2_I6float2EES4_NS1_10IntrDeviceEii"", ""cudaErrorInvalidTextureBinding"", ""_ZN13Sn3DAlgorithm13gp_principalLE"", "".nv.shared._ZN17Sn3DPhaseBuildGpu11kernel_meanI6float3EEvN16Sn3DGPUAlgorithm5PtrSzIT_EENS3_IiEE"", "".text._ZN13Sn3DAlgorithm14Sn3DPhaseBuild13cudaBoxFilterEN16Sn3DGPUAlgorithm9PtrStepSzI6float3EEii"", ""_ZN13Sn3DAlgorithm14Sn3DPhaseBuild19cudaCorresFindReconEN16Sn3DGPUAlgorithm7PtrStepIfEES3_NS2_IhEES4_S3_S3_S3_NS1_5PtrSzIiEENS5_I4int2EES8_S3_S3_S3_S3_NS2_I6float3EE"", "".text._ZN17Sn3DPhaseBuildGpu20CalculatePointNormalEN16Sn3DGPUAlgorithm9PtrStepSzI6float3EES3_if"", "".text._ZN17Sn3DPhaseBuildGpu22cudaPhaseScaleChangeR3EN16Sn3DGPUAlgorithm7PtrStepIfEENS1_IhEES2_S2_S3_S2_ii"", "".nv.shared._ZN17Sn3DPhaseBuildGpu25transform_move_depth_implEN16Sn3DGPUAlgorithm9PtrStepSzIfEENS1_I6float2EENS0_17RigidMatrixDeviceENS0_10IntrDeviceE"", "".nv.shared._ZN13Sn3DAlgorithm14Sn3DPhaseBuild15cudaCodeCorrectEN16Sn3DGPUAlgorithm7PtrStepINS0_11BinaryPhaseEEE"", "".text._ZN17Sn3DPhaseBuildGpu22cudaDeleteConnectPosE6EN16Sn3DGPUAlgorithm7PtrStepI6float3EENS0_17RigidMatrixDeviceENS0_10IntrDeviceEiif"", ""cudaDeviceGetAttribute"", ""cuD3D10ResourceGetMappedPitch_v2"", "".nv.constant2._ZN13Sn3DAlgorithm14Sn3DPhaseBuild14cudaDiffImagesEN16Sn3DGPUAlgorithm7PtrStepIhEENS2_IfEEiNS1_5PtrSzIfEEib""]",0.6,string_analysis,2025-08-15 17:23:03
50,Sn3DPhotometricStereo.dll,IntraoralScan/Bin/Sn3DPhotometricStereo.dll,1288192,df231adeb54b16dbf40c56bed92d8d81,scanner_interface,"[""stream: custreambatchmemop"", ""depth: 20project_img_to_depthii"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""gain: _vecgainlist[0][%d] = %d , maxgain = %d ."", ""sync: cudamemcpy2dtoarrayasync"", ""stereo: ??4projoptfieldcalibdatademanded@sn3dphotometircstereo@sn3dalgorithm@@qeaaaeau012@aebu012@@z"", ""exposure: error:gain = 0 image over exposure!!!!"", ""sync: cudamemcpy2dasync_ptsz"", ""stereo: ?printf_out@projoptfieldparamforcamview@sn3dphotometircstereo@sn3dalgorithm@@qebaxxz"", ""sync: cudamemsetasync_ptsz"", ""depth: .nv.constant2._z20project_img_to_depthiip6float3ip4int3pfpii"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""gain: maxgain = %d !!!"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""stereo: ??0devicecalibparammix@sn3dphotometircstereo@sn3dalgorithm@@qeaa@$$qeau012@@z"", ""buffer: cudad3d9unregistervertexbuffer""]","[""Camera"", ""PCIe"", ""Ethernet"", ""SPI""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""GainParam of camera no."", ""cuD3D9CtxCreateOnDevice"", ""cuD3D10ResourceGetMappedArray"", ""cudaErrorLaunchMaxDepthExceeded"", ""cudaD3D10GetDevice""]",0.6,string_analysis,2025-08-15 17:23:03
